base,avaliacao,c1,c2,res_in
MayoSRS_snomed_ct,MayoSRS,id.89155008,id.89155008,5
MayoSRS_snomed_ct,MayoSRS,id.233604007,id.47351003,4.85
MayoSRS_snomed_ct,MayoSRS,id.52457000,id.34000006,6.85
MayoSRS_snomed_ct,MayoSRS,id.49783001,id.86049000,5.31
MayoSRS_snomed_ct,MayoSRS,id.69896004,id.735599007,6.15
MayoSRS_snomed_ct,MayoSRS,id.62315008,id.64226004,5.54
MayoSRS_snomed_ct,MayoSRS,id.162031009,id.13200003,5.23
MayoSRS_snomed_ct,MayoSRS,id.40917007,id.2073000,6.08
MayoSRS_snomed_ct,MayoSRS,id.7011001,id.69322001,6
MayoSRS_snomed_ct,MayoSRS,id.61170000,id.26284000,6.85
MayoSRS_snomed_ct,MayoSRS,id.59282003,id.233604007,3.23
MayoSRS_snomed_ct,MayoSRS,id.69896004,id.423466006,3.77
MayoSRS_snomed_ct,MayoSRS,id.28289002,id.387637008,3.31
MayoSRS_snomed_ct,MayoSRS,id.128473001,id.34453005,2.23
MayoSRS_snomed_ct,MayoSRS,id.31996006,id.439127006,3
MayoSRS_snomed_ct,MayoSRS,id.91302008,id.45007003,1.69
MayoSRS_snomed_ct,MayoSRS,id.64305001,id.30704002,5.31
MayoSRS_snomed_ct,MayoSRS,id.54956002,id.47563007,4.31
MayoSRS_snomed_ct,MayoSRS,id.20741006,id.80274001,2.38
MayoSRS_snomed_ct,MayoSRS,id.73761001,id.441456002,5.46
MayoSRS_snomed_ct,MayoSRS,id.32498003,id.160313009,2.85
MayoSRS_snomed_ct,MayoSRS,id.60573004,id.409769002,5.62
MayoSRS_snomed_ct,MayoSRS,id.105649009,id.111910009,3.15
MayoSRS_snomed_ct,MayoSRS,id.386033004,id.44695005,2.85
MayoSRS_snomed_ct,MayoSRS,id.91175000,id.25064002,3.31
MayoSRS_snomed_ct,MayoSRS,id.128863005,id.87715008,1
MayoSRS_snomed_ct,MayoSRS,id.31541009,id.11563006,1.46
MayoSRS_snomed_ct,MayoSRS,id.95344007,id.399989005,3.92
MayoSRS_snomed_ct,MayoSRS,id.129006008,id.258145005,4.38
MayoSRS_snomed_ct,MayoSRS,id.22125009,id.46720004,3.15
MayoSRS_snomed_ct,MayoSRS,id.44808001,id.91134007,3.31
MayoSRS_snomed_ct,MayoSRS,id.73320003,id.250220000,5.46
MayoSRS_snomed_ct,MayoSRS,id.271801002,id.54731003,1.92
MayoSRS_snomed_ct,MayoSRS,id.81712001,id.34008004,2.31
MayoSRS_snomed_ct,MayoSRS,id.373270004,id.418634005,3
MayoSRS_snomed_ct,MayoSRS,id.87163000,id.419758009,5.08
MayoSRS_snomed_ct,MayoSRS,id.399068003,id.25390005,1.69
MayoSRS_snomed_ct,MayoSRS,id.74135004,id.396275006,2.62
MayoSRS_snomed_ct,MayoSRS,id.39972003,id.113091000,1
MayoSRS_snomed_ct,MayoSRS,id.7348004,id.61968008,1.77
MayoSRS_snomed_ct,MayoSRS,id.109989006,id.35489007,1.08
MayoSRS_snomed_ct,MayoSRS,id.73211009,id.50782009,1
MayoSRS_snomed_ct,MayoSRS,id.56051008,id.200936003,1.23
MayoSRS_snomed_ct,MayoSRS,id.11296007,id.363406005,1
MayoSRS_snomed_ct,MayoSRS,id.36971009,id.263871007,2.85
MayoSRS_snomed_ct,MayoSRS,id.89580002,id.62854002,1
MayoSRS_snomed_ct,MayoSRS,id.84114007,id.69322001,1
MayoSRS_snomed_ct,MayoSRS,id.39772007,id.126692004,1
MayoSRS_snomed_ct,MayoSRS,id.259916004,id.11381005,1.08
MayoSRS_snomed_ct,MayoSRS,id.44515000,id.402863005,1.31
MayoSRS_snomed_ct,MayoSRS,id.191627008,id.11849007,1
MayoSRS_snomed_ct,MayoSRS,id.79619009,id.13200003,1
MayoSRS_snomed_ct,MayoSRS,id.67782005,id.128045006,1
MayoSRS_snomed_ct,MayoSRS,id.71286001,id.225358003,1
MayoSRS_snomed_ct,MayoSRS,id.83561009,id.420054005,1
MayoSRS_snomed_ct,MayoSRS,id.197284004,id.6383007,1
MayoSRS_snomed_ct,MayoSRS,id.128609009,id.59282003,1.46
MayoSRS_snomed_ct,MayoSRS,id.254633006,id.44054006,1
MayoSRS_snomed_ct,MayoSRS,id.281102003,id.87715008,1.54
MayoSRS_snomed_ct,MayoSRS,id.267036007,id.68962001,1
MayoSRS_snomed_ct,MayoSRS,id.13645005,id.79879001,1.08
MayoSRS_snomed_ct,MayoSRS,id.396275006,id.95570007,1
MayoSRS_snomed_ct,MayoSRS,id.263134008,id.31722008,1.08
MayoSRS_snomed_ct,MayoSRS,id.51615001,id.74400008,1
MayoSRS_snomed_ct,MayoSRS,id.57406009,id.61804006,1
MayoSRS_snomed_ct,MayoSRS,id.247441003,id.64859006,1.54
