base,avaliacao,c1,c2,res_in
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.81088002,id.54887004,1323
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.64859006,id.396339007,240.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.45170000,id.7180009,1037.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.90935002,id.371039008,450
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.3723001,id.57676002,1091
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.9957009,id.26079004,342.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.34571000,id.108759002,662.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.52454007,id.372877000,377.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.28442001,id.67866001,766.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.72863001,id.70407001,492.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.9014002,id.108551001,194.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.70153002,id.8619003,191.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.246545002,id.373505007,940.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.246545002,id.53041004,566.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.9014002,id.45352006,221.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.72863001,id.116726003,242
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.28960008,id.72824008,510.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.370569000,id.72863001,358
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.52515009,id.52448006,237.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.281102003,id.16932000,1012.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.57676002,id.22253000,1206.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.73187006,id.387480006,270.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.233604007,id.267036007,833.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.442113000,id.70784009,776.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.23986001,id.40593004,276
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.18530007,id.17783003,893.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.57676002,id.367004,317.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.90935002,id.26124005,169
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.49650001,id.108979001,212.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.12687004,id.15160007,294.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.432119003,id.74523009,340.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387413002,id.52388000,851.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.52515009,id.386107009,418
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.302872003,id.91175000,396.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.193570009,id.75694006,307.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.419442005,id.53041004,1265.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.34486009,id.91175000,792.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.372847006,id.372821002,1058.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.8619003,id.108759002,853.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.57676002,id.16269008,763.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.29658002,id.387423006,477.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.404640003,id.387506000,617.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.75694006,id.67866001,749.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.25374005,id.67866001,351.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.419188005,id.387270009,343
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.12962009,id.52388000,290
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.386033004,id.14760008,477.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.367004,id.267036007,930.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.50582007,id.108979001,704.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.3218000,id.108600003,300.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.396332003,id.387413002,775.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.267036007,id.764146007,384
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.420054005,id.281102003,1040.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.103006007,id.25064002,748.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.116726003,id.13565005,767
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.399317006,id.84229001,1186.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.85898001,id.271594007,869.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.29658002,id.91175000,748
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.18530007,id.419442005,646
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.370992007,id.26736008,239
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.40108008,id.26079004,231.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.91175000,id.96199001,869.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.194828000,id.111130009,398.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.128496001,id.27242001,792.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.34571000,id.43548008,558.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.16001004,id.27658006,855.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.52674009,id.391739009,253.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.32398004,id.320883008,737.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.108600003,id.386024001,1174.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.233604007,id.13791008,633.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.45352006,id.387475002,415.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.70070008,id.30427009,343
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.182782007,id.609328004,1188
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.74523009,id.333847008,293.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.28960008,id.52674009,751.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.399144008,id.28442001,309.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.10085004,id.27355003,573.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.34095006,id.212968006,977
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.64226004,id.246545002,163
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.73211009,id.73211009,1031.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.36815008,id.212968006,1225.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.91175000,id.13965000,911
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.15628003,id.108979001,173
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.10632007,id.259659006,893
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.40930008,id.13791008,904.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.40108008,id.80141007,1307
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.46049004,id.387458008,670.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.3218000,id.108759002,340.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.3218000,id.7180009,975.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.398979000,id.26736008,901.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.2412005,id.112629002,1090
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.16331000,id.38268001,644
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.391739009,id.20320002,187.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387494007,id.2016004,830.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387440002,id.108502004,256.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.21701005,id.52388000,856
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.45352006,id.8652009,665.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.62315008,id.387270009,508.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.36893000,id.19841008,1086.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.22253000,id.373529000,996.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.372890007,id.373492002,484.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.31996006,id.50582007,363.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387413002,id.387365004,1098.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.373567002,id.108581009,1243.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.420054005,id.271737000,727.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.96048006,id.5220000,648.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.47452006,id.111852003,721.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.212968006,id.43548008,145.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.84326006,id.182782007,957.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.372584003,id.387582001,472
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.128241005,id.387517004,880.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.52674009,id.62718007,468.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.52515009,id.16001004,179.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.3716002,id.89155008,394
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.20262006,id.419442005,840.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.28762008,id.21061004,1136.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.24612001,id.48409008,1075.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.224960004,id.387506000,537
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.38716007,id.194828000,936
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.128241005,id.281102003,778
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.372890007,id.373529000,571.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.62315008,id.387413002,794.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.128496001,id.129565002,1103
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.32398004,id.116726003,242.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.49650001,id.372840008,615.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387552007,id.371296007,1120.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.25289003,id.372843005,607.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.372777009,id.19841008,652.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387270009,id.372780005,1174.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.30427009,id.387480006,430
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.40930008,id.8619003,598
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.317317009,id.387307005,971.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.247917007,id.214264003,890
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.10087007,id.108556006,201.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.15945005,id.28442001,1135.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.420054005,id.108600003,390.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.70407001,id.72863001,646.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387506000,id.387475002,708.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.11441004,id.372840008,744.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.34095006,id.111939009,925.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.15222008,id.108575001,1280
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.444673007,id.108759002,765.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.46049004,id.281102003,427
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.44730006,id.77692006,657.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.129565002,id.26079004,555.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.8619003,id.40593004,346
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.36815008,id.67866001,891.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.69996000,id.91175000,579.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.78048006,id.74117008,383.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.372877000,id.350083007,691
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.85898001,id.48409008,705.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.3218000,id.22253000,355.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.29738008,id.387272001,285.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.194828000,id.267036007,642.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.5758002,id.70449006,445
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.370992007,id.108600003,1029.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.44730006,id.371597004,499.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.64859006,id.85898001,295.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.444673007,id.422587007,1240.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.60752001,id.16331000,331
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.386033004,id.67866001,754.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.18530007,id.367004,306.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.26736008,id.26736008,1395
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.16331000,id.116726003,279.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.396332003,id.387517004,923.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.75702008,id.28762008,1195.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387506000,id.372826007,1279.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.371597004,id.238108007,1290.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.44564008,id.43548008,214.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.212968006,id.79890006,1176.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.59026006,id.372756006,207.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.31087008,id.27658006,1238
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.194828000,id.62315008,270.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387475002,id.30761007,658.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.44730006,id.271668009,551
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.48340000,id.387475002,739.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.371039008,id.372877000,969.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.18265008,id.11441004,243.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.44730006,id.387458008,256
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.386107009,id.372807004,240.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.609328004,id.5220000,203
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.52515009,id.3716002,354.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.34095006,id.271594007,897.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.8130001,id.28442001,303.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.3723001,id.396332003,1153.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.8619003,id.34571000,1192.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.32398004,id.108605008,939.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.3218000,id.12962009,1282.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.193570009,id.73211009,652.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.302872003,id.47563007,160.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.91175000,id.246545002,1302.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.119419001,id.63718003,365.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.8619003,id.59026006,225.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.386033004,id.73211009,1032
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.30427009,id.25246002,345.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.16331000,id.317317009,981.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.398979000,id.13791008,1109.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.89620005,id.35282000,258.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.13791008,id.26544005,1158.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.40930008,id.73187006,984.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.39960009,id.66637005,634
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.18265008,id.73187006,928.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.8619003,id.34571000,1276.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.404640003,id.399090003,1287
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.370992007,id.194828000,806
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.10679007,id.85670002,422
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.91175000,id.391739009,167.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.321958004,id.372767007,1138.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.48661000,id.20262006,281.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387582001,id.96290008,1276.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.57676002,id.91098006,201
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.367004,id.14760008,167.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.108979001,id.108600003,895.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.65502005,id.111130009,394.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.14760008,id.62315008,161
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.3723001,id.420054005,618.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.7180009,id.373576009,871.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.404640003,id.419442005,893.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.193570009,id.372890007,263.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.24199005,id.373529000,527.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.44169009,id.44564008,845
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.62718007,id.386107009,662.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.420054005,id.387381009,706.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.23986001,id.25064002,841.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.271594007,id.13791008,737
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.78104003,id.16331000,1106.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.27638005,id.319810009,762.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.387531004,id.372840008,965
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.247917007,id.372890007,458
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.57676002,id.387517004,869.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.59026006,id.8009008,321.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.56170001,id.25064002,632
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.7180009,id.25064002,1221.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.384978002,id.326053005,1128.25
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.38716007,id.16331000,997.75
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.44169009,id.30623001,274.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.444673007,id.108418007,738.5
UMNSRS_similarity_snomed_ct,UMNSRS_similarity,id.194828000,id.28062002,666.25
