base,avaliacao,c1,c2,res_in
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.8900005,id.55350005,710.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.67866001,id.10712001,1261.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.78104003,id.317317009,1306
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.193570009,id.246545002,361
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.193570009,id.56018004,499.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387286002,id.108507005,837.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.73211009,id.9014002,787.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.400990009,id.398979000,1173.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.289159000,id.387475002,1171.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.84326006,id.44564008,441.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.28442001,id.91098006,964.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.9014002,id.70784009,470
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.15160007,id.62718007,663.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.9014002,id.3723001,1168.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.373576009,id.367004,865.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.75694006,id.73211009,1063.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372756006,id.65183007,1441.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.52448006,id.9014002,582.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.48661000,id.39960009,804
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.271737000,id.26736008,1469.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.45170000,id.70784009,1247
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.18265008,id.34486009,1470.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.414915002,id.73211009,1417.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.371039008,id.6686005,778.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.233604007,id.19841008,1370.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.108556006,id.129484001,906
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.193570009,id.109081006,573.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.91175000,id.387222003,998.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.16331000,id.71759000,1190
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.193570009,id.67866001,463.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.271737000,id.46049004,1187
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.91175000,id.387222003,1234.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.411618001,id.346441008,824
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.370992007,id.346441008,1355.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.90935002,id.6686005,931.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.71759000,id.373529000,1126
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.40593004,id.194828000,1248
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372780005,id.19841008,1295.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.73211009,id.67866001,1485
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.398979000,id.387458008,871.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.16001004,id.89934007,253.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.23513009,id.33688009,525.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.85898001,id.387272001,358.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.13791008,id.13791008,1273
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372726002,id.372767007,770
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.370992007,id.72824008,1261.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.14168008,id.11381005,406.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.58750007,id.19471005,753
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.91098006,id.33350003,816.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.53041004,id.387212009,1244
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387494007,id.372890007,1209.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.16331000,id.85899009,853.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372756006,id.387458008,1352
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372735009,id.26124005,824.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.370569000,id.372777009,1280
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.420054005,id.52515009,664
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.17182001,id.419188005,1238
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387575000,id.387264003,959.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.609328004,id.372877000,1084.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.62005008,id.7180009,948
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.432119003,id.64859006,275.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.64859006,id.396339007,630.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.23056005,id.387582001,473.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.38716007,id.52674009,1170.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.40593004,id.396339007,1285.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.415116008,id.23056005,443.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.45170000,id.7180009,1325.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.9957009,id.26079004,354
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.52454007,id.372877000,1011
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.28442001,id.67866001,1085.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.72863001,id.70407001,610
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.9014002,id.108551001,353.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.70153002,id.8619003,282.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.246545002,id.373505007,1135.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.246545002,id.53041004,856.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.72863001,id.116726003,699.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.13791008,id.238108007,815.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.91175000,id.96199001,816.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.233604007,id.105592009,1266.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.18265008,id.36760000,527.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.52515009,id.52448006,570.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.73187006,id.387480006,365.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.233604007,id.267036007,1341.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.442113000,id.70784009,1002.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.23986001,id.40593004,528.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.18530007,id.17783003,1233
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.57676002,id.367004,917.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387440002,id.387517004,1109
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.76612001,id.371039008,1139
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.3716002,id.38268001,427.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.90935002,id.26124005,418.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.68354003,id.41652007,1173
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.49650001,id.108979001,415
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.12687004,id.15160007,414.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.432119003,id.74523009,540.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387413002,id.52388000,772.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.52515009,id.386107009,462.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.302872003,id.91175000,488.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.193570009,id.75694006,473.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.419442005,id.53041004,1514.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.34486009,id.91175000,1121
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.63718003,id.65502005,899.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372847006,id.372821002,695.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.8619003,id.108759002,1134.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.26079004,id.386107009,1150.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.73211009,id.387494007,615.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372756006,id.391739009,277.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.75694006,id.67866001,1054.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.25374005,id.67866001,668.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.12962009,id.52388000,789.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.367004,id.267036007,1070
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.50582007,id.108979001,651.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.3218000,id.108600003,595.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.396332003,id.387413002,825.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.267036007,id.764146007,664
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.420054005,id.281102003,1040
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.103006007,id.25064002,1210.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.38716007,id.16331000,618.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.399317006,id.84229001,1389
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.85898001,id.271594007,794.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.29658002,id.91175000,1285
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.18530007,id.419442005,897
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.370992007,id.26736008,371.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.40108008,id.26079004,678.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.91175000,id.96199001,831
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.194828000,id.111130009,474.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387467008,id.52388000,601.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.45352006,id.23056005,1068.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.34571000,id.43548008,1006
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.52674009,id.391739009,318.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.32398004,id.320883008,702.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.108600003,id.386024001,1329.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.233604007,id.13791008,1265.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.45352006,id.387475002,325.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.70070008,id.30427009,657.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.182782007,id.609328004,1258.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.74523009,id.333847008,752.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.28960008,id.52674009,1399.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.399144008,id.28442001,635.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.10085004,id.27355003,787.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.34095006,id.212968006,1163.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.64226004,id.246545002,362.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.73211009,id.15945005,1459.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.36815008,id.212968006,1363.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.108551001,id.108587008,736.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.10632007,id.259659006,1347
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.40930008,id.13791008,1224.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.40108008,id.80141007,1218
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.3218000,id.7180009,812.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.398979000,id.26736008,1382.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.2412005,id.112629002,943
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.16331000,id.38268001,1308.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.391739009,id.20320002,399.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387494007,id.2016004,1119.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387440002,id.108502004,586.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.21701005,id.52388000,997.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.36893000,id.19841008,1337.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.22253000,id.373529000,1462.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372890007,id.373492002,737
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.17182001,id.370569000,1230.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.49650001,id.6686005,593.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.31996006,id.50582007,656.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.193462001,id.13132007,475
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387413002,id.387365004,1307.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.420054005,id.271737000,1187
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.212968006,id.43548008,439.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.58883005,id.387272001,716.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.128241005,id.387517004,1378.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.52515009,id.16001004,239
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.57676002,id.108587008,452.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.3716002,id.89155008,578.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.20262006,id.419442005,1387.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.28762008,id.21061004,1270.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.27836007,id.81004002,827.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.24612001,id.48409008,1350.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.194828000,id.65502005,622.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.38716007,id.194828000,1357.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.128241005,id.281102003,1294.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372890007,id.373529000,1189.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.33350003,id.80860003,726.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.62315008,id.387413002,947.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.128496001,id.129565002,1049.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.32398004,id.116726003,582
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.49650001,id.372840008,1061
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387552007,id.371296007,1110.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.73211009,id.36815008,1394.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.34095006,id.25374005,1427.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.25289003,id.372843005,845.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372777009,id.19841008,717.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387270009,id.372780005,1122.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.30427009,id.387480006,688
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.247917007,id.214264003,1107.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.609328004,id.16331000,279.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.15945005,id.28442001,1399.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.420054005,id.108600003,1142.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.70407001,id.72863001,676.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.387506000,id.387475002,895.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.11441004,id.372840008,815.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.246622003,id.70784009,1319.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.34095006,id.111939009,1299.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.15222008,id.108575001,1420.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.46049004,id.281102003,487
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.44730006,id.77692006,806
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.129565002,id.26079004,756
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.44730006,id.85899009,582
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.36815008,id.67866001,1243.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.271668009,id.11441004,867.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.69996000,id.91175000,932
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.78048006,id.74117008,807.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.372877000,id.350083007,1344.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.85898001,id.48409008,1048.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.3218000,id.22253000,958.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.29738008,id.387272001,319.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.194828000,id.267036007,1364
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.5758002,id.70449006,698.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.370992007,id.108600003,1425.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.44730006,id.371597004,517
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.64859006,id.85898001,326.25
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.444673007,id.422587007,1368.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.60752001,id.16331000,764.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.386033004,id.67866001,1126.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.16331000,id.162030005,1151.75
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.18530007,id.367004,299.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.26736008,id.26736008,1550.5
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.266474003,id.32398004,345
UMNSRS_RELATEDNESS_SNOMED_CT,UMNSRS_RELATEDNESS,id.54887004,id.116093009,564.25
